Profile Summary
Generated on: 2106-02-07 06:34:41
Msec since Epoch: 4294967681894
Profiled application: 
Target platform: Xilinx
Tool version: 2022.1
XRT build version: 2.13.0
Build version branch: 2022.1
Build version hash: 2a6dc026480914ea1c9f02977a6ab4b57e8a3c8d
Build version date: N/A
Target devices: edge-0
Flow mode: System Run

Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Dataflow Execution,Max Overlapping Executions,Dataflow Acceleration,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),
edge-0,dma_hls_0,dma_hls,0:0:0,0:0:0,1,Yes,1,1.000000x,0.465734,0.465741,0.465734,0.465741,156.25,
edge-0,dma_hls_1,dma_hls,0:0:0,0:0:0,1,Yes,1,1.000000x,0.456864,0.45687,0.456864,0.45687,156.25,
edge-0,dma_hls_2,dma_hls,0:0:0,0:0:0,1,Yes,1,1.000000x,0.456058,0.456064,0.456058,0.456064,156.25,
edge-0,dma_hls_3,dma_hls,0:0:0,0:0:0,1,Yes,1,1.000000x,0.456576,0.456582,0.456576,0.456582,156.25,
edge-0,dma_hls_4,dma_hls,0:0:0,0:0:0,1,Yes,1,1.000000x,0.456621,0.456627,0.456621,0.456627,156.25,




Data Transfer: Streams
Device,Master Port,Master Kernel Arguments,Slave Port,Slave Kernel Arguments,Number Of Transfers,Transfer Rate (MB/s),Average Size (KB),Link Utilization (%),Link Starve (%),Link Stall (%),
edge-0,ai_engine_0/M05_AXIS,M05_AXIS,dma_hls_0/strmInp_from_colwiseFFT,strmInp_from_colwiseFFT,512,1185.32,0.128,94.8258,5.17421,0,
edge-0,ai_engine_0/M06_AXIS,M06_AXIS,dma_hls_1/strmInp_from_colwiseFFT,strmInp_from_colwiseFFT,512,1183.95,0.128,94.7162,5.28385,0,
edge-0,ai_engine_0/M07_AXIS,M07_AXIS,dma_hls_2/strmInp_from_colwiseFFT,strmInp_from_colwiseFFT,512,1188.62,0.128,95.09,4.91004,0,
edge-0,ai_engine_0/M08_AXIS,M08_AXIS,dma_hls_3/strmInp_from_colwiseFFT,strmInp_from_colwiseFFT,512,1183.4,0.128,94.6724,5.32763,0,
edge-0,ai_engine_0/M09_AXIS,M09_AXIS,dma_hls_4/strmInp_from_colwiseFFT,strmInp_from_colwiseFFT,512,1187.52,0.128,95.0017,4.99826,0,





TITLE:HAL API Calls
SECTION:API Calls,HAL API Calls
COLUMN:<html>API Name</html>,string,Name of HAL XRT API,
COLUMN:<html>Number<br>Of Calls</html>,int,Number of calls to API,
COLUMN:<html>Total<br>Time (ms)</html>,float,Total execution time (in ms),
COLUMN:<html>Minimum<br>Time (ms)</html>,float,Minimum execution time (in ms),
COLUMN:<html>Average<br>Time (ms)</html>,float,Average execution time (in ms),
COLUMN:<html>Maximum<br>Time (ms)</html>,float,Maximum execution time (in ms),
ENTRY:xclAllocBO,9,222.454,0.02041,24.7172,111.346,
ENTRY:xclClose,2,33.4103,0.03595,16.7052,33.3744,
ENTRY:xclCloseContext,8,108.6,11.9054,13.575,14.7376,
ENTRY:xclExecBuf,7,0.15266,0.01084,0.0218086,0.02698,
ENTRY:xclExecWait,5,0.1226,0.00612,0.02452,0.07034,
ENTRY:xclFreeBO,8,41.6843,0.01347,5.21054,41.5138,
ENTRY:xclGetBOProperties,2,0.04072,0.01852,0.02036,0.0222,
ENTRY:xclLoadXclbin,2,678.582,305.417,339.291,373.165,
ENTRY:xclMapBO,9,2.75916,0.01339,0.306573,1.30834,
ENTRY:xclOpen,4,117.173,16.4845,29.2932,34.1776,
ENTRY:xclOpenContext,8,150.612,11.9575,18.8265,28.35,
ENTRY:xclProbe,4,80.0726,16.4478,20.0182,25.1263,
ENTRY:xclRead,178,0.5992,0.00235,0.00336629,0.01991,
ENTRY:xclSyncBO,4,49.4658,0.021,12.3664,24.7205,
ENTRY:xclWrite,120,0.35335,0.0019,0.00294458,0.01792,

Guidance Parameters
Parameter,Element,Value,
CU_CALLS,edge-0|dma_hls_0,1,
CU_CALLS,edge-0|dma_hls_1,1,
CU_CALLS,edge-0|dma_hls_2,1,
CU_CALLS,edge-0|dma_hls_3,1,
CU_CALLS,edge-0|dma_hls_4,1,
NUM_MONITORS,edge-0|XCL_PERF_MON_MEMORY|0,0,
NUM_MONITORS,edge-0|XCL_PERF_MON_ACCEL|5,5,
NUM_MONITORS,edge-0|XCL_PERF_MON_STR|5,5,
MEMORY_USAGE,edge-0|DDR,1,
MEMORY_USAGE,edge-0|DDR,1,
MEMORY_USAGE,edge-0|LPDDR,0,
PLRAM_DEVICE,all,0,
HBM_DEVICE,all,0,
KDMA_DEVICE,all,0,
P2P_DEVICE,all,0,
PORT_BIT_WIDTH,dma_hls_0/,0,
PORT_BIT_WIDTH,dma_hls_1/,0,
PORT_BIT_WIDTH,dma_hls_2/,0,
PORT_BIT_WIDTH,dma_hls_3/,0,
PORT_BIT_WIDTH,dma_hls_4/,0,
KERNEL_COUNT,dma_hls,5,
