    1761372074     112975980
    -701059576    1913033498
   -1607473849   -1757112662
    1944704596    1867469809
     373619890   -1252713121
    1131382619    -643388511
   -1458028711    -145780451
     436760636    -544819267
    1345888684    1419621141
     181124936   -1437658247
    1097594471    -120349969
       9568508    1445063845
   -1120667845    -994370415
    -727124466    1897358922
    1499841697    -441357885
     631854168   -1180449078
    1797486968   -1805591656
    1019996664     311206044
   -1318746416   -1781145794
     261158468    1606443357
   -1943295451     655087895
    1463931405    1747315697
   -1733293845    1203207683
   -1978104485    -342918714
   -1506395848    1598300356
   -1144197487    1899399477
    2140459128   -2127462868
     730583777    1474350650
    2135790698    -448121162
   -1992802056    1159470797
   -1290893523    1406108818
    1132545133    1112660766
    1121770101     480819068
    1878155726   -1091194737
   -2060845318    1474195811
   -1482742697   -2084485538
    -546162962      34732799
    1689550083    -460518629
   -1114404306   -1121174870
      70212650    1632441169
   -1389088294   -1261547924
     250920041   -2030312155
   -1326908371     852969418
   -2112726025    1036483409
   -1514554141     448287387
   -1973773152   -1848294818
   -1216702910    -289185098
    1512962951   -2088261014
     905711220    2081988464
   -1155382283     100182860
   -1106519291    1478664459
    1886199531   -1563990278
     763059754    2133732745
     546528115      51388360
   -1296789976   -1643492044
    -578414106    -115235880
     232707504   -1121218153
     653984848    -615527950
   -1577038023      31470932
    1450159516    1393685299
    1219844744    -142555508
    1176019550     228966642
    -303657745   -1383569796
   -2034265043   -1808729893
