    1325826935     190390214
    -546125508   -2142892676
    1662533066   -1665898296
   -1790833916   -1760587494
     656967906   -1029670644
    1280163607    -546825959
   -1315845253    -732113174
     256801376    -681089290
    1504128987     863138964
     629346050   -1728742568
    1333557040    -550021471
    -366036573    1646575443
   -1378644162     -53899318
    -834843892   -2132268801
    1011747593   -1137336806
     567715795    -662661482
   -2029842005    1321474734
    1312609335     597339314
   -1129144778   -1608618669
    1073862146    1972088590
   -1611636611    1197303994
    1145087949    2067175723
   -1686045058    1384134720
    2095125163    -302350796
   -1593350411    1653998050
   -1307008386    1527637415
   -1937795868    2135807200
    1248423219    1088563538
    1784366144      48277664
   -1930095270    1620668904
   -1552493770    1676560666
     905339104     832038217
   -1392061711    -458601102
   -2104906515    1529482057
    1712932170   -1613567750
     924135045    2092402514
    -339809202    -509190791
   -1892904806     841836203
    1436561825     874975255
     232669095   -1872576951
    1671119694    1768864823
    -646693610    1672002507
    1074990992    -561640690
   -1936041667    -600899744
    1910412102    -857332570
    2050738707    1909222893
     870051414     223888601
   -1356861376    2013187966
    -620249017   -2103494071
    1437386578    -308025169
    1177683481   -1494456939
    2022036556    1566665256
    -521379308   -2068335117
    -443679910    -215519898
    1370168989    1735328015
     137438302     395788498
   -1338560757     932685674
    -977667567    1300954549
    1927951591    -298231397
   -1582697160    -811033380
    -818745148     -53911818
   -1908827850    -496962402
     914509505    1744241208
    1217588409   -1956975101
