35, 7, -55, -16, -13, -12, 7, 43, -20, -11, -5, -17, -30, -2, -25, 23
35, 5, -56, -16, -14, -11, 7, 43, -21, -11, -5, -16, -31, -4, -25, 23
37, 6, -55, -17, -14, -10, 7, 44, -23, -11, -6, -18, -31, -3, -25, 20
34, 11, -52, -21, -11, -13, 7, 41, -22, -16, -7, -23, -26, -1, -25, 18
24, 18, -50, -27, -9, -23, 1, 36, -18, -17, -1, -17, -19, 4, -24, 14
12, 19, -53, -32, -16, -24, -8, 33, -14, -19, 3, -8, -13, 10, -20, 10
3, 13, -57, -33, -22, -18, -14, 36, -8, -23, -4, -1, -11, 12, -15, 7
1, 9, -60, -33, -17, -17, -18, 40, -3, -22, -4, 2, -11, 11, -14, 2
-38, 1, -30, -26, -19, -21, -41, 12, 26, -25, -4, 21, 11, 20, 1, -28
-38, 0, -31, -26, -20, -21, -41, 11, 26, -25, -4, 21, 10, 19, 1, -28
-37, 0, -30, -26, -21, -22, -40, 11, 25, -24, -4, 21, 9, 19, 1, -29
-36, 5, -26, -26, -20, -20, -41, 11, 24, -24, -4, 19, 6, 21, 1, -28
-33, 7, -20, -28, -18, -18, -42, 6, 23, -23, -2, 23, 12, 22, 3, -27
-34, -1, -15, -29, -17, -15, -44, -6, 21, -26, -2, 30, 19, 18, 10, -24
-39, -7, -11, -31, -15, -18, -42, -14, 22, -24, -4, 34, 18, 13, 17, -23
-44, -6, -9, -30, -12, -19, -42, -17, 33, -16, 1, 36, 15, 8, 19, -28
-32, -16, 21, -7, -4, -5, -45, -49, 39, -1, -1, 11, 2, -2, 40, -22
-32, -17, 21, -7, -4, -5, -45, -50, 39, -1, -1, 11, 2, -2, 40, -22
-32, -17, 21, -7, -4, -6, -46, -50, 39, -1, -1, 11, 1, -2, 39, -22
-34, -16, 21, -6, -5, -7, -47, -49, 38, -2, 2, 11, -4, 2, 39, -21
-33, -19, 22, -3, -3, 0, -52, -44, 38, -7, 5, 12, 2, 9, 41, -20
-22, -23, 28, 1, 1, 7, -48, -42, 32, -6, 2, 8, 13, 10, 45, -22
-15, -23, 39, 8, 3, 1, -38, -47, 15, 0, 4, 0, 8, 6, 46, -20
-13, -23, 53, 13, -5, -4, -32, -51, 2, 11, 11, -8, -1, 1, 44, -15
18, -21, 72, 40, -5, 5, -2, -42, -20, 19, 0, -32, -3, 0, 13, 3
17, -21, 72, 40, -5, 5, -3, -42, -21, 19, 0, -32, -3, -1, 13, 3
17, -22, 72, 40, -6, 5, -4, -43, -21, 19, 0, -32, -3, -1, 13, 3
14, -22, 69, 38, -6, 3, -2, -43, -23, 20, 0, -31, -6, -2, 10, 3
6, -23, 63, 43, -2, 4, 7, -36, -20, 16, -4, -33, -3, -9, 4, 5
6, -21, 51, 48, 7, 3, 20, -24, -14, 13, -10, -39, 0, -17, -9, 9
22, -13, 39, 50, 12, -6, 30, -12, -13, 20, -2, -43, -6, -22, -24, 10
39, -9, 34, 49, 0, -9, 36, -2, -27, 22, 5, -42, -12, -15, -33, 14
55, -3, -8, 27, -3, -4, 36, 20, -35, 0, -7, -30, -23, -6, -45, 32
55, -3, -8, 27, -4, -5, 36, 20, -35, 0, -7, -30, -23, -6, -45, 32
55, -3, -8, 27, -4, -5, 35, 19, -36, 0, -7, -30, -24, -6, -45, 31
55, -4, -9, 24, -6, -1, 36, 19, -38, 1, -6, -30, -24, -6, -45, 29
49, -1, -14, 15, -6, 0, 42, 17, -36, -3, -8, -32, -20, -10, -47, 30
37, 8, -22, 4, -2, -8, 41, 16, -27, -8, -7, -32, -18, -6, -46, 36
31, 17, -34, -5, -4, -15, 29, 23, -16, -7, 0, -26, -22, 1, -39, 34
33, 18, -48, -12, -16, -15, 19, 34, -16, -8, -1, -21, -28, 2, -29, 28
0, 8, -59, -31, -16, -18, -23, 39, -2, -21, -4, 1, -13, 9, -15, 0
-1, 8, -59, -31, -16, -18, -23, 38, -3, -22, -4, 1, -14, 9, -15, 0
-1, 7, -59, -31, -16, -18, -24, 38, -3, -22, -4, 0, -14, 9, -15, 0
1, 6, -58, -29, -17, -18, -26, 38, -5, -22, -4, -1, -15, 10, -15, -3
5, 10, -52, -27, -18, -19, -28, 40, -9, -23, -4, -6, -13, 14, -15, -11
1, 16, -43, -28, -16, -25, -33, 36, -8, -24, -2, -4, -5, 20, -13, -18
-14, 17, -34, -30, -18, -27, -36, 27, -3, -28, 4, 7, 7, 26, -11, -21
-29, 7, -31, -31, -27, -25, -37, 21, 5, -32, -2, 17, 12, 26, -7, -18
-44, -4, -9, -24, -6, -12, -42, -24, 45, -13, -6, 31, 15, 5, 21, -34
-45, -4, -9, -24, -7, -13, -43, -25, 45, -14, -6, 30, 15, 5, 21, -34
-45, -5, -9, -24, -7, -13, -44, -25, 45, -14, -6, 30, 14, 5, 21, -35
-45, -7, -10, -24, -7, -13, -44, -27, 45, -13, -6, 30, 13, 4, 21, -33
-45, -6, -11, -25, -7, -14, -45, -28, 44, -12, -6, 30, 8, 3, 18, -31
-41, -5, -9, -23, -8, -10, -47, -27, 42, -13, -3, 27, 4, 7, 18, -26
-35, -12, -7, -21, -5, -2, -53, -29, 40, -14, 2, 29, 12, 10, 24, -25
-32, -19, 1, -19, -1, -2, -52, -35, 34, -15, -1, 26, 16, 9, 35, -24
-9, -21, 60, 17, -5, 6, -33, -56, 8, 13, 2, -15, -1, 0, 41, -12
-9, -21, 59, 17, -5, 6, -34, -57, 8, 12, 2, -16, -1, 0, 41, -12
-9, -21, 59, 17, -5, 5, -35, -57, 8, 12, 2, -16, -1, 0, 41, -12
-10, -22, 59, 17, -6, 5, -35, -57, 8, 12, 2, -16, -2, 0, 41, -12
-11, -22, 58, 16, -7, 4, -38, -59, 6, 12, 3, -16, -4, 1, 41, -13
-13, -23, 56, 18, -6, 3, -38, -57, 6, 11, 2, -14, -4, 2, 39, -12
-12, -26, 56, 25, 0, 9, -35, -50, 5, 11, -2, -17, 4, 3, 35, -13
-4, -25, 58, 32, 7, 6, -21, -44, 0, 14, -3, -21, 8, -2, 27, -13
