1246,4452,
1090,1136,
-851,-2590,
-3781,-1805,
-1965,955,
543,857,
75,-1569,
1135,1390,
1461,1056,
604,-1286,
-1032,-3900,
405,-6734,
194,2356,
-5279,4182,
-692,-3745,
2645,-1000,
-2876,-3964,
-1824,-3018,
-2196,6255,
-1657,-3652,
736,-9757,
-2656,-2913,
-36,1408,
1585,7311,
1476,2728,
3638,539,
-2983,5262,
-3435,-2,
-183,4359,
-2926,6096,
924,-1149,
693,1425,
-1969,-4841,
-1593,-1882,
-4382,12848,
1160,4486,
517,-1327,
-4953,1131,
7220,-2468,
9899,2545,
1407,1817,
3620,-3120,
1583,6005,
-5049,6669,
-6406,-5368,
-2599,-4465,
1589,2670,
-2970,410,
-6919,-2848,
-4162,-2104,
-1122,3399,
-1387,7795,
-5078,3712,
-344,-89,
5175,-2260,
1042,2421,
4014,8844,
5239,1919,
-1796,2044,
2318,1707,
5841,-8258,
-339,-1174,
-4218,4053,
-9206,1574,
-7480,4734,
4992,3473,
3198,4290,
-5258,-4275,
1147,-10450,
1533,4208,
-4957,2804,
298,-3111,
1425,5113,
-3322,3464,
-227,1588,
383,6467,
-4374,7739,
-1410,1373,
6710,-2437,
6799,4436,
4136,1074,
2255,-4993,
-5327,-2902,
-5919,-5837,
576,1095,
66,9087,
-2060,2337,
-663,-941,
2303,-3997,
1297,-5568,
430,-1060,
3263,-7229,
-1715,-10635,
-3519,2937,
15,10151,
-3818,2818,
-4528,-3763,
-2812,-2535,
1956,5849,
4329,9046,
-3602,-806,
2680,-4654,
10125,910,
3752,-1366,
4197,-4992,
-353,-2683,
-6576,-1458,
-1480,1675,
-204,4800,
-1981,445,
593,-2664,
6617,-2556,
4403,-4380,
-2795,-2645,
1889,-4159,
4792,-6705,
3144,-123,
4114,-2124,
4298,-6719,
7128,-126,
2078,-1893,
-2259,-5166,
4195,157,
3324,633,
1016,-615,
-2817,-1434,
-10744,-760,
-5224,5473,
546,5696,
-3664,244,
-1685,1601,
4425,861,
2591,-5494,
-1922,1024,
-645,7318,
1779,-3585,
2435,-4335,
2366,4910,
4753,992,
5324,-6827,
-2450,-7358,
745,1366,
11003,3843,
6348,-5859,
1091,-2104,
682,2654,
310,-5551,
390,-454,
2088,9207,
8233,6332,
1792,1566,
-2925,-2109,
7787,-2258,
4210,-1444,
1000,-635,
6911,5541,
555,2903,
-3541,-5060,
-742,-4971,
1074,-9789,
-2001,-10341,
-5464,218,
848,2508,
201,1583,
-3605,2629,
967,3709,
2169,5121,
3804,-1436,
610,-2269,
-5797,6257,
-3090,5164,
-2370,-2669,
-5131,-6915,
-6978,-2009,
-5348,599,
-1443,-4598,
1121,594,
4915,4478,
-3349,924,
-9428,2894,
-1948,-1886,
-5747,-5004,
-1142,3447,
7323,2300,
-5894,-5676,
-7248,-3057,
249,3822,
-2116,4145,
-2191,2656,
-2782,435,
-2771,-4325,
-2028,-5812,
3933,-7209,
7767,-5865,
-4796,330,
-4600,1837,
4307,1028,
-1230,-2010,
-2159,-3375,
-378,-675,
-596,-5533,
-1140,-6408,
-6756,-682,
-5596,-4203,
770,-6442,
5395,-2790,
4263,-4741,
-2115,-8480,
-3343,-4533,
-2703,1286,
330,2468,
-410,3966,
-2609,1517,
4105,-4436,
-3930,-2464,
-10886,1677,
-898,-3200,
-273,-5742,
1629,5094,
-918,5364,
-4788,-2135,
4747,4866,
-3211,-345,
-6607,-8200,
3057,-1590,
-5880,-2815,
-5400,4196,
3025,2109,
-1519,-12377,
-4492,2125,
-2240,4467,
992,-5881,
387,4039,
1972,446,
1642,-2110,
-1166,5193,
1464,575,
-7003,-1823,
-4765,-2070,
8107,-732,
-2071,-1935,
-5516,-6006,
-923,-1457,
52,-4625,
4865,-5806,
-1524,2822,
1498,2607,
3827,2019,
-9070,-2151,
-719,-5394,
7787,444,
-438,-503,
-3909,2096,
-4899,2280,
-3571,-5270,
-817,1496,
1376,5258,
2702,4605,
4139,8582,
751,-1093,
-5158,-3814,
4494,2933,
4963,-5161,
-3799,-8182,
4831,-3735,
4401,-7199,
691,-7330,
941,-1067,
-3589,4051,
3629,2758,
3514,-2688,
-2966,-2425,
-3447,4230,
-1648,5845,
6750,-3240,
-2013,-3654,
-6609,4801,
2991,828,
-3274,-2564,
2400,-5387,
5273,-9846,
-3527,1239,
5008,1651,
1460,-3613,
-4983,9702,
-1020,8681,
-3805,1182,
-484,4207,
1953,-949,
4087,350,
9091,6224,
5368,-507,
-244,-6604,
-6260,-5010,
-5224,-96,
362,2459,
-1476,585,
-3231,-4276,
869,-6862,
6566,-4726,
-684,-5272,
-4062,1821,
3127,11330,
-7631,1940,
-9436,-6038,
1568,-2662,
-1310,1087,
1702,3769,
5994,-2667,
5027,-2166,
1014,7440,
-7421,-477,
-846,-4865,
5560,1779,
747,-5643,
267,-4032,
-278,6177,
-3245,-1824,
-5729,-1437,
-2757,3398,
-1527,-4427,
-4815,-169,
-2112,-2759,
-3387,-8366,
246,7082,
8325,448,
1164,-10869,
-598,959,
6988,-3774,
6663,-3261,
-1415,10454,
-5848,6233,
1196,5053,
569,4851,
-4541,-1457,
-2755,3266,
-3674,5790,
1340,2169,
3765,718,
-2493,-2624,
-3415,-6111,
-1769,-6616,
4381,-4299,
7017,-2183,
3709,160,
6703,1227,
2826,-1960,
-6278,-289,
-1395,2102,
5874,-220,
-2460,3422,
-6084,3741,
3269,-4479,
-1523,-6281,
-3537,-1770,
5121,617,
1239,-3147,
88,-2305,
-3032,5328,
-6259,-1429,
3309,-6396,
-1025,2434,
-4567,-1858,
2832,-4378,
2166,4532,
3767,2211,
1352,-158,
-97,3418,
4738,-174,
836,-7299,
1262,-3854,
-1361,5749,
-7542,3038,
2149,912,
6011,1973,
1549,-3153,
89,740,
-3921,-286,
-139,-4093,
3182,2412,
-1954,-2618,
-1217,-2909,
-3944,3028,
-8347,-499,
4073,2285,
10705,-333,
-658,119,
-3072,7296,
1477,64,
1178,2742,
2308,5325,
508,-4502,
781,1012,
4869,4208,
-1614,-1970,
-4457,-2398,
5748,-2076,
7159,-254,
1924,-289,
3153,-1332,
2181,582,
1101,2193,
3017,3447,
-1879,1504,
-1484,11,
4471,2185,
-4354,3838,
-6971,1763,
5586,-4564,
214,-5966,
-10858,-999,
-2590,1872,
2879,269,
-2048,-5637,
-4607,-8364,
-4767,-1651,
1428,760,
4881,-8684,
-1992,-7873,
765,2736,
8487,2041,
4255,-290,
-2404,-404,
-4053,2510,
-815,5280,
-1289,-7205,
-5787,-6645,
